word	value
amoedocom	-0.002953455293882061
amonestación	0.08479348737189889
amooo	0.7561036801271226
amoooo	-0.17042308985966187
amor	0.5935590020666056
amore	-0.03621990660522079
amores	-0.09315083846545824
amorosa	0.19169647994226865
amoroso	0.4176897952719372
amorosos	-0.008449137479821652
amorporelbosque	-0.039348185484219526
amos	0.04216061941182981
ampa	0.4238150039611773
ampari	-0.445176391321361
amparo	0.025695806699145004
amparoagraz	-0.7230192604786713
amparodiana	0.006603840623093723
amparomrocha	0.3596360355571032
amparosr	-0.011824844498806495
ampl	0.04215865734709354
amplia	0.003201493234053189
ampliaci	0.473847034705358
ampliada	0.05005059127187192
ampliamos	-0.02873835732779002
ampliar	-0.033910664675383444
ampolla	0.16658046937624255
amunt	0.001987043491327347
amyperuana	-0.04663810204272242
anabellarojas	-0.00591871065004065
anabrenda	-0.22279537799254195
anacarla	0.0010502724738807997
anagabrielrl	-0.042880846330398514
anagarridoramos	0.6893708194780545
anahi	0.402629485706109
anajosefariasla	0.8865227865869196
anal	0.480752122801462
analfabeto	0.006534613450246031
analiza	0.0022578353565195198
analizamos	-0.17683061204426945
analizar	0.4949210340202193
analizmateo	0.02445734424285384
anamari	0.07780641442886513
anamariaearnkk	0.0948628798488983
anamejorana	0.7710493250514743
anapaul	0.09499302368650607
anas	0.04878641501207257
anasilviamoront	-0.12720748468514284
anatramirez	0.3214603524829228
anavidad	0.022736973313737592
anavide	-0.14809438639767744
anay	0.0534784973772257
anaya	-0.05061435227859328
ancho	-0.017160580330001233
ancianos	0.18661539866187346
anda	-0.09249208011613844
andaba	-0.132606007787233
andaluc	-0.0014620798327567195
andaluces	-0.3197405376514766
andalucia	0.556123122210893
andaluz	-0.011964183074028377
andaluza	0.04060416838875933
andan	0.01847943328932306
andar	0.08027252451855899
andas	-0.06095308327394645
ande	0.6945542253737209
anden	-0.03476494658300197
anderso	-0.03940481947376264
andina	-0.08066847080283339
ando	-0.17449320959147785
andorra	-0.02745914332542536
andr	-0.0024921122854653192
andrade	-0.7299241768542514
andradecandang	-0.006656620225182196
andreafpires	-0.006475078565097655
andreessroes	0.010951090537345942
andres	0.0048779597707121715
andrespalacios	0.21326892712197792
andrespastrana	-0.16783708919725512
andrestesigue	0.22779676200155016
andy	0.3307394056494788
andyeta	0.1952718377875501
ange	0.7537448074404021
angelatino	0.6862826106058774
angeles	0.11040623156664817
angelesrendn	-0.03120773210273825
angelic	-0.01851630081051894
angelicacett	0.11849481965054345
angelicadisogno	0.0058134877717175
angeline	-0.25959248270864266
angelito	0.11844755746201754
angelitos	0.003331087910598684
angelnegro	0.9254152598543416
angelortiz	0.19766521483288066
angels	0.01643211319254009
angelsoffur	0.7722437167909785
angieguillenmua	0.5743449569349593
angostura	0.0020268589710523747
angustia	0.07695640657163602
angustias	-0.007881480845334469
angy	0.010290097697920804
angélico	0.05316188490419187
anhelamos	-0.0033637056028399275
anhelo	0.042829692227226816
anhelos	0.8425831128120149
anibal	-0.1002013530002442
anillos	0.07684615780818484
aniluna	0.22753681337510664
anim	0.06128313360381722
anima	-0.9105562722402178
animaci	0.0631921114746879
animada	0.6870551634914331
animado	0.1164106536297996
animados	0.7254052959515684
animal	-0.6758449149867992
animales	-0.1143144204225086
animalista	-0.5439814160127833
animalistas	0.03246056527389208
animalito	-0.1333811760356226
animalitos	-0.2156218216721843
animals	-0.029044760662417925
animamos	-0.002501520994072662
animan	0.8692290537061027
animando	0.2974233996196992
animaos	0.18450783798732645
animar	0.07305997502894289
animaros	0.1227250490167984
animarse	0.7435844571237605
animas	0.08281283318995501
anime	0.3351179486265301
animo	0.4571405013139382
aniquilación	0.002944561025453251
anitamariaan	-0.30027211110057433
anna	-0.7783293428085426
annarinys	0.002199008023593253
anneeventsco	-0.029775676665895187
anneigartiburu	0.0060173185460993045
anniemarie	0.004605114971236372
anno	0.09963036352836817
anny	0.3229791827659507
anoche	-0.5607213014369709
anomalía	0.005723388113550375
anonuevo	-0.01186094382773307
anonymissnegra	-0.003441072530426561
anonymousvene	0.24785253354644565
anormal	-0.011115208652139831
anota	-0.09571899835773183
another	0.1598015931168351
ansiada	-0.18509788459089208
ansias	0.28897706048767724
ansiedad	0.6378856209760997
ansiosa	-0.2417748099889329
ansioso	-0.19118100029369506
ansiosos	-0.09946475171749816
anta	-0.1580511652287581
antagonismo	-0.34417272022333883
antelaci	-0.06999938734656425
antemano	-0.06754584397341283
antena	0.8786188002188265
antequera	0.17008682086215496
anterior	0.00566079037849699
anteriores	0.07080792277025642
anteriormente	-0.3731336093533341
antes	0.002406436543575516
antesala	-0.2451868123675975
anthony	0.054271328871639386
anti	0.15210005515003885
anticipaci	-0.5310331976281806
anticipada	-0.3560997791004372
anticipadas	0.06865698181072499
anticipado	0.6907530231357081
anticipar	-0.06897927671579394
anticipo	0.2223197300630052
anticuado	0.09647090675803686
antidisociada	-0.0013342824096494845
antigua	0.2722333029896541
antiguas	0.1803203519962752
antiguos	-0.08256019330370422
antihigiénico	0.09104679781585376
antipatico	-0.6947018435370487
antisistema	0.19010886323607085
antizombies	0.4879937697083366
anto	0.11623809573169255
antofagasta	-0.3827311989445315
antoja	0.0958811164630574
antojadizo	0.006395836794880312
antolog	0.13412621103878047
antonia	-0.024476270193483245
antoniabustaso	-0.9564061504658972
antoniorozco	0.05810970887376383
antoniotalaric	-0.03029599785399362
antro	0.34015553796317494
anual	0.1101197282646149
anuales	0.6949227139515135
anular	-0.1306011706853574
